state,date,division,inflation_yoy,inflation_mom
Sabah,1/3/2011,9,-0.7,-0.1
Sabah,1/4/2011,9,2.2,2.9
Sabah,1/5/2011,9,2.4,0.1
Sabah,1/6/2011,9,2.3,-0.1
Sabah,1/7/2011,9,6.6,4.2
Sabah,1/8/2011,9,6.7,0
Sabah,1/9/2011,9,6.9,0.1
Sabah,1/10/2011,9,7,0
Sabah,1/11/2011,9,7,-0.1
Sabah,1/12/2011,9,7.2,0.1
Sabah,1/1/2012,9,7.2,0
Sabah,1/2/2012,9,7.3,0.1
Sabah,1/3/2012,9,7.2,-0.2
Sabah,1/4/2012,9,4.1,-0.1
Sabah,1/5/2012,9,4,0
Sabah,1/6/2012,9,4.1,0
Sabah,1/7/2012,9,-0.3,-0.2
Sabah,1/8/2012,9,-0.4,-0.1
Sabah,1/9/2012,9,-0.5,0
Sabah,1/10/2012,9,-0.6,-0.1
Sabah,1/11/2012,9,-0.4,0.1
Sabah,1/12/2012,9,-0.6,-0.1
Sabah,1/1/2013,9,-0.4,0.2
Sabah,1/2/2013,9,-0.5,0
Sabah,1/3/2013,9,-0.4,-0.1
Sabah,1/4/2013,9,-0.3,0
Sabah,1/5/2013,9,-0.3,0
Sabah,1/6/2013,9,-0.4,-0.1
Sabah,1/7/2013,9,-0.2,0
Sabah,1/8/2013,9,0,0.1
Sabah,1/9/2013,9,-0.1,-0.1
Sabah,1/10/2013,9,0,0
Sabah,1/11/2013,9,0.8,0.9
Sabah,1/12/2013,9,3.1,2.1
Sabah,1/1/2014,9,2.9,0
Sabah,1/2/2014,9,3,0.1
Sabah,1/3/2014,9,3,-0.1
Sabah,1/4/2014,9,3,0
Sabah,1/5/2014,9,3,0
Sabah,1/6/2014,9,3.3,0.2
Sabah,1/7/2014,9,3.3,0
Sabah,1/8/2014,9,3.4,0.2
Sabah,1/9/2014,9,3.4,-0.1
Sabah,1/10/2014,9,3.3,-0.1
Sabah,1/11/2014,9,2.3,0
Sabah,1/12/2014,9,0.3,0.1
Sabah,1/1/2015,9,0.3,0
Sabah,1/2/2015,9,0.2,0
Sabah,1/3/2015,9,0.3,0
Sabah,1/4/2015,9,1.1,0.8
Sabah,1/5/2015,9,1.3,0.2
Sabah,1/6/2015,9,1.1,0
Sabah,1/7/2015,9,2.5,1.4
Sabah,1/8/2015,9,2.4,0.1
Sabah,1/9/2015,9,2.6,0.1
Sabah,1/10/2015,9,2.6,-0.1
Sabah,1/11/2015,9,2.6,0
Sabah,1/12/2015,9,2.5,0
Sabah,1/1/2016,9,2.6,0.1
Sabah,1/2/2016,9,2.6,0
Sabah,1/3/2016,9,2.6,0.1
Sabah,1/4/2016,9,1.8,0
Sabah,1/5/2016,9,1.7,0.1
Sabah,1/6/2016,9,2.2,0.4
Sabah,1/7/2016,9,0.9,0.1
Sabah,1/8/2016,9,3.6,2.7
Sabah,1/9/2016,9,3.4,-0.1
Sabah,1/10/2016,9,3.6,0.2
Sabah,1/11/2016,9,3.8,0.2
Sabah,1/12/2016,9,3.5,-0.3
Sabah,1/1/2017,9,3.3,-0.1
Sabah,1/2/2017,9,3.3,0
Sabah,1/3/2017,9,3.3,0.1
Sabah,1/4/2017,9,3.1,-0.2
Sabah,1/5/2017,9,2.9,-0.1
Sabah,1/6/2017,9,2.9,0.4
Sabah,1/7/2017,9,3.2,0.3
Sabah,1/8/2017,9,0.5,0.1
Sabah,1/9/2017,9,0.7,0.1
Sabah,1/10/2017,9,0.5,0
Sabah,1/11/2017,9,0.3,0
Sabah,1/12/2017,9,0.7,0
Sabah,1/1/2018,9,0.8,0
Sabah,1/2/2018,9,0.9,0.2
Sabah,1/3/2018,9,1,0.2
Sabah,1/4/2018,9,0.9,-0.3
Sabah,1/5/2018,9,0.9,-0.1
Sabah,1/6/2018,9,-2.9,-3.4
Sabah,1/7/2018,9,-3.4,-0.2
Sabah,1/8/2018,9,-3.6,-0.1
Sabah,1/9/2018,9,-0.9,2.9
Sabah,1/10/2018,9,-0.6,0.3
Sabah,1/11/2018,9,-0.7,-0.1
Sabah,1/12/2018,9,-0.7,0
Sabah,1/1/2019,9,-0.8,-0.1
Sabah,1/2/2019,9,-0.9,0
Sabah,1/3/2019,9,-1.1,0
Sabah,1/4/2019,9,-0.8,0.1
Sabah,1/5/2019,9,-0.6,0.1
Sabah,1/6/2019,9,3,0.1
Sabah,1/7/2019,9,2.9,-0.3
Sabah,1/8/2019,9,3.3,0.3
Sabah,1/9/2019,9,0.2,-0.2
Sabah,1/10/2019,9,0,0.1
Sabah,1/11/2019,9,0.1,0
Sabah,1/12/2019,9,0.3,0.2
Sabah,1/1/2020,9,0.3,-0.1
Sabah,1/2/2020,9,-0.1,-0.3
Sabah,1/3/2020,9,-0.2,-0.1
Sabah,1/4/2020,9,-0.3,0
Sabah,1/5/2020,9,-0.3,0
Sabah,1/6/2020,9,-0.1,0.3
Sabah,1/7/2020,9,0.6,0.4
Sabah,1/8/2020,9,-0.3,-0.6
Sabah,1/9/2020,9,-0.1,0
Sabah,1/10/2020,9,0,0.2
Sabah,1/11/2020,9,0,0
Sabah,1/12/2020,9,-0.3,-0.1
Sabah,1/1/2021,9,0.2,0.3
Sabah,1/2/2021,9,0.6,0.1
Sabah,1/3/2021,9,2.3,1.6
Sabah,1/4/2021,9,3,0.7
Sabah,1/5/2021,9,3.3,0.3
Sabah,1/6/2021,9,2.9,0
Sabah,1/7/2021,9,2.5,0
Sabah,1/8/2021,9,3.1,0
Sabah,1/9/2021,9,3.2,0.1
Sabah,1/10/2021,9,2.7,-0.2
Sabah,1/11/2021,9,2.7,-0.1
Sabah,1/12/2021,9,2.7,0
Sabah,1/1/2022,9,2.8,0.4
Sabah,1/2/2022,9,2.2,-0.5
Sabah,1/3/2022,9,0.6,0
Sabah,1/4/2022,9,-0.6,-0.5
Sabah,1/5/2022,9,-0.5,0.3
Sabah,1/6/2022,9,-1,-0.5
Sabah,1/7/2022,9,-0.4,0.6
Sabah,1/8/2022,9,-0.5,-0.1
Sabah,1/9/2022,9,-0.1,0.5
Sabah,1/10/2022,9,-0.6,-0.8
Sabah,1/11/2022,9,0.1,0.6
Sabah,1/12/2022,9,-0.3,-0.4
Sabah,1/1/2023,9,-0.7,0.1
Sabah,1/2/2023,9,0.4,0.6
Sabah,1/3/2023,9,2.3,1.9
Sabah,1/4/2023,9,2.4,-0.5
Sabah,1/5/2023,9,2.1,0.1
Sabah,1/6/2023,9,2.1,-0.5
Sabah,1/7/2023,9,0.8,-0.7
Sabah,1/8/2023,9,1,0.1
Sabah,1/9/2023,9,0,-0.5
Sabah,1/10/2023,9,0.5,-0.3
Sabah,1/11/2023,9,-0.1,0
Sabah,1/12/2023,9,1,0.7
Sabah,1/1/2024,9,0.8,-0.2
Sabah,1/2/2024,9,0.1,-0.1
Sabah,1/3/2024,9,-1.4,0.4
Sabah,1/4/2024,9,-0.7,0.2
Sabah,1/5/2024,9,-1.1,-0.3
Sabah,1/6/2024,9,-0.3,0.3
Sabah,1/7/2024,9,0.2,-0.2
Sabah,1/8/2024,9,0,-0.1
Sabah,1/9/2024,9,0.6,0.1
Sabah,1/10/2024,9,0.8,0
Sabah,1/11/2024,9,1,0.2
Sabah,1/12/2024,9,0.4,0.1
Sabah,1/1/2025,9,0.6,0
Sabah,1/2/2025,9,0.7,0
Sabah,1/3/2025,9,0.2,-0.1
Sabah,1/4/2025,9,0.6,0.6
Sabah,1/5/2025,9,1.2,0.2
Sabah,1/6/2025,9,0.9,0.1
Sabah,1/7/2025,9,1,-0.1
Sarawak,1/2/2010,9,,-0.5
Sarawak,1/3/2010,9,,0
Sarawak,1/4/2010,9,,-0.1
Sarawak,1/5/2010,9,,-0.3
Sarawak,1/6/2010,9,,0
Sarawak,1/7/2010,9,,0
Sarawak,1/8/2010,9,,-0.3
Sarawak,1/9/2010,9,,0.1
Sarawak,1/10/2010,9,,-0.1
Sarawak,1/11/2010,9,,-0.2
Sarawak,1/12/2010,9,,-0.1
Sarawak,1/1/2011,9,-1.4,0.1
Sarawak,1/2/2011,9,0.3,1.2
Sarawak,1/3/2011,9,0.2,-0.1
Sarawak,1/4/2011,9,0.4,0.1
Sarawak,1/5/2011,9,1,0.3
Sarawak,1/6/2011,9,1,0
Sarawak,1/7/2011,9,1.5,0.5
Sarawak,1/8/2011,9,0.8,-1
Sarawak,1/9/2011,9,0.7,0
Sarawak,1/10/2011,9,1.4,0.6
Sarawak,1/11/2011,9,1.4,-0.2
Sarawak,1/12/2011,9,1.6,0.1
Sarawak,1/1/2012,9,1.6,0.1
Sarawak,1/2/2012,9,0.1,-0.3
Sarawak,1/3/2012,9,0,-0.2
Sarawak,1/4/2012,9,-0.2,-0.1
Sarawak,1/5/2012,9,-0.5,0
Sarawak,1/6/2012,9,-0.5,0
Sarawak,1/7/2012,9,-1.2,-0.2
Sarawak,1/8/2012,9,-0.5,-0.3
Sarawak,1/9/2012,9,-0.5,0
Sarawak,1/10/2012,9,-1.2,-0.1
Sarawak,1/11/2012,9,-1.2,-0.2
Sarawak,1/12/2012,9,-1.1,0.2
Sarawak,1/1/2013,9,-1.3,-0.1
Sarawak,1/2/2013,9,-0.9,0.1
Sarawak,1/3/2013,9,-0.6,0.1
Sarawak,1/4/2013,9,-0.7,-0.2
Sarawak,1/5/2013,9,-1,-0.3
Sarawak,1/6/2013,9,-1.1,-0.1
Sarawak,1/7/2013,9,-0.7,0.2
Sarawak,1/8/2013,9,-0.2,0.2
Sarawak,1/9/2013,9,-0.3,-0.1
Sarawak,1/10/2013,9,-0.3,-0.1
Sarawak,1/11/2013,9,0.6,0.7
Sarawak,1/12/2013,9,1.5,1.1
Sarawak,1/1/2014,9,1.7,0.1
Sarawak,1/2/2014,9,1.5,-0.1
Sarawak,1/3/2014,9,1.4,0
Sarawak,1/4/2014,9,1.5,-0.1
Sarawak,1/5/2014,9,1.8,0
Sarawak,1/6/2014,9,1.9,0
Sarawak,1/7/2014,9,1.7,0
Sarawak,1/8/2014,9,1.4,-0.1
Sarawak,1/9/2014,9,1.5,0
Sarawak,1/10/2014,9,1.6,0
Sarawak,1/11/2014,9,0.9,0
Sarawak,1/12/2014,9,-0.2,0
Sarawak,1/1/2015,9,-0.4,-0.1
Sarawak,1/2/2015,9,0,0.3
Sarawak,1/3/2015,9,0.3,0.3
Sarawak,1/4/2015,9,1.3,0.9
Sarawak,1/5/2015,9,1.5,0.2
Sarawak,1/6/2015,9,1.5,0
Sarawak,1/7/2015,9,1.7,0.2
Sarawak,1/8/2015,9,1.9,0.1
Sarawak,1/9/2015,9,2,0.1
Sarawak,1/10/2015,9,2,0
Sarawak,1/11/2015,9,2,0
Sarawak,1/12/2015,9,2.2,0.2
Sarawak,1/1/2016,9,2.4,0.1
Sarawak,1/2/2016,9,1.9,-0.2
Sarawak,1/3/2016,9,1.5,-0.1
Sarawak,1/4/2016,9,0.6,0
Sarawak,1/5/2016,9,0.7,0.3
Sarawak,1/6/2016,9,0.9,0.2
Sarawak,1/7/2016,9,0.7,0
Sarawak,1/8/2016,9,1.9,1.4
Sarawak,1/9/2016,9,1.8,0
Sarawak,1/10/2016,9,1.9,0.1
Sarawak,1/11/2016,9,1.6,-0.3
Sarawak,1/12/2016,9,1.5,0
Sarawak,1/1/2017,9,1.3,-0.1
Sarawak,1/2/2017,9,1.5,0
Sarawak,1/3/2017,9,1.7,0.2
Sarawak,1/4/2017,9,1.8,0.1
Sarawak,1/5/2017,9,1.4,-0.2
Sarawak,1/6/2017,9,1.2,0
Sarawak,1/7/2017,9,1.3,0.1
Sarawak,1/8/2017,9,-0.8,-0.7
Sarawak,1/9/2017,9,-0.8,0
Sarawak,1/10/2017,9,-0.9,0
Sarawak,1/11/2017,9,-0.2,0.4
Sarawak,1/12/2017,9,-0.2,0
Sarawak,1/1/2018,9,-0.1,0
Sarawak,1/2/2018,9,0.7,0.8
Sarawak,1/3/2018,9,0.3,-0.2
Sarawak,1/4/2018,9,0.1,-0.1
Sarawak,1/5/2018,9,0.4,0.1
Sarawak,1/6/2018,9,-2.4,-2.8
Sarawak,1/7/2018,9,-2.5,0
Sarawak,1/8/2018,9,-1,0.9
Sarawak,1/9/2018,9,1,1.9
Sarawak,1/10/2018,9,1.1,0.1
Sarawak,1/11/2018,9,0.4,-0.3
Sarawak,1/12/2018,9,0.5,0.1
Sarawak,1/1/2019,9,0.5,0
Sarawak,1/2/2019,9,0.1,0.4
Sarawak,1/3/2019,9,0.3,0
Sarawak,1/4/2019,9,0.4,0
Sarawak,1/5/2019,9,0.2,-0.1
Sarawak,1/6/2019,9,3.1,0.1
Sarawak,1/7/2019,9,3.1,0
Sarawak,1/8/2019,9,0.5,-1.7
Sarawak,1/9/2019,9,-1.3,0.1
Sarawak,1/10/2019,9,-1.4,0
Sarawak,1/11/2019,9,-0.9,0.3
Sarawak,1/12/2019,9,-1,0
Sarawak,1/1/2020,9,-1,0
Sarawak,1/2/2020,9,-0.4,1
Sarawak,1/3/2020,9,-0.4,0
Sarawak,1/4/2020,9,-0.4,0
Sarawak,1/5/2020,9,0.4,0.7
Sarawak,1/6/2020,9,0.3,0
Sarawak,1/7/2020,9,0.4,0.1
Sarawak,1/8/2020,9,-0.8,-2.8
Sarawak,1/9/2020,9,-0.9,0
Sarawak,1/10/2020,9,-0.9,0
Sarawak,1/11/2020,9,-1,0.2
Sarawak,1/12/2020,9,-0.9,0.1
Sarawak,1/1/2021,9,-1,-0.1
Sarawak,1/2/2021,9,-1.4,0.5
Sarawak,1/3/2021,9,-1.3,0.1
Sarawak,1/4/2021,9,-1.3,0
Sarawak,1/5/2021,9,-2.6,-0.7
Sarawak,1/6/2021,9,-2.6,0
Sarawak,1/7/2021,9,-2.8,-0.1
Sarawak,1/8/2021,9,0.1,0.1
Sarawak,1/9/2021,9,0.1,0
Sarawak,1/10/2021,9,-2.4,-2.5
Sarawak,1/11/2021,9,-2.8,-0.2
Sarawak,1/12/2021,9,-0.1,2.9
Sarawak,1/1/2022,9,2.5,2.5
Sarawak,1/2/2022,9,5.2,3.1
Sarawak,1/3/2022,9,3.6,-1.5
Sarawak,1/4/2022,9,3.3,-0.3
Sarawak,1/5/2022,9,3.8,-0.2
Sarawak,1/6/2022,9,4.8,1
Sarawak,1/7/2022,9,4.8,-0.2
Sarawak,1/8/2022,9,5.1,0.5
Sarawak,1/9/2022,9,5.9,0.7
Sarawak,1/10/2022,9,8.6,-0.1
Sarawak,1/11/2022,9,13.2,4
Sarawak,1/12/2022,9,-2.6,-11.5
Sarawak,1/1/2023,9,3.8,9.3
Sarawak,1/2/2023,9,-2.8,-3.5
Sarawak,1/3/2023,9,-2.6,-1.2
Sarawak,1/4/2023,9,0.3,2.7
Sarawak,1/5/2023,9,2.1,1.6
Sarawak,1/6/2023,9,1.9,0.9
Sarawak,1/7/2023,9,1.3,-0.8
Sarawak,1/8/2023,9,0.8,0
Sarawak,1/9/2023,9,-0.1,-0.2
Sarawak,1/10/2023,9,-0.7,-0.7
Sarawak,1/11/2023,9,-4.8,-0.2
Sarawak,1/12/2023,9,9.4,1.7
Sarawak,1/1/2024,9,0.3,0.2
Sarawak,1/2/2024,9,3.9,0
Sarawak,1/3/2024,9,5.2,0
Sarawak,1/4/2024,9,2.6,0.2
Sarawak,1/5/2024,9,0.9,-0.1
Sarawak,1/6/2024,9,0.2,0.2
Sarawak,1/7/2024,9,1.7,0.7
Sarawak,1/8/2024,9,1.7,0
Sarawak,1/9/2024,9,1.9,0
Sarawak,1/10/2024,9,2.7,0
Sarawak,1/11/2024,9,2.9,0
Sarawak,1/12/2024,9,1.5,0.3
Sarawak,1/1/2025,9,1.5,0.2
Sarawak,1/2/2025,9,1.5,0
Sarawak,1/3/2025,9,1.5,0
Sarawak,1/4/2025,9,1.5,0.3
Sarawak,1/5/2025,9,1.6,0
Sarawak,1/6/2025,9,1.4,0
Sarawak,1/7/2025,9,0.7,0
Selangor,1/2/2010,9,,0
Selangor,1/3/2010,9,,0
Selangor,1/4/2010,9,,0
Selangor,1/5/2010,9,,0
Selangor,1/6/2010,9,,0.1
Selangor,1/7/2010,9,,0.1
Selangor,1/8/2010,9,,-0.1
Selangor,1/9/2010,9,,-0.1
Selangor,1/10/2010,9,,0
Selangor,1/11/2010,9,,-0.2
Selangor,1/12/2010,9,,0
Selangor,1/1/2011,9,-0.2,0
Selangor,1/2/2011,9,0.5,0.7
Selangor,1/3/2011,9,0.5,0
Selangor,1/4/2011,9,2,1.5
Selangor,1/5/2011,9,2.1,0.1
Selangor,1/6/2011,9,1.9,-0.1
Selangor,1/7/2011,9,0.3,-1.5
Selangor,1/8/2011,9,2.7,2.3
Selangor,1/9/2011,9,2.8,0
Selangor,1/10/2011,9,2.8,0
Selangor,1/11/2011,9,3.3,0.3
Selangor,1/12/2011,9,3.4,0.1
Selangor,1/1/2012,9,3.4,0
Selangor,1/2/2012,9,2.8,0.1
Selangor,1/3/2012,9,2.6,-0.2
Selangor,1/4/2012,9,1,-0.1
Selangor,1/5/2012,9,0.9,0
Selangor,1/6/2012,9,1.1,0.1
Selangor,1/7/2012,9,2.8,0.2
Selangor,1/8/2012,9,0.9,0.4
Selangor,1/9/2012,9,0.7,-0.2
Selangor,1/10/2012,9,0.7,0
Selangor,1/11/2012,9,0.5,0.1
Selangor,1/12/2012,9,0.5,0.1
Selangor,1/1/2013,9,0.7,0.2
Selangor,1/2/2013,9,0.7,0.1
Selangor,1/3/2013,9,1.1,0.2
Selangor,1/4/2013,9,1,-0.2
Selangor,1/5/2013,9,0.9,-0.1
Selangor,1/6/2013,9,0.7,-0.1
Selangor,1/7/2013,9,0.5,0
Selangor,1/8/2013,9,0.1,0
Selangor,1/9/2013,9,0.1,-0.2
Selangor,1/10/2013,9,0.1,0
Selangor,1/11/2013,9,0.6,0.6
Selangor,1/12/2013,9,1.6,1.2
Selangor,1/1/2014,9,1.1,-0.4
Selangor,1/2/2014,9,1.3,0.4
Selangor,1/3/2014,9,1.2,0
Selangor,1/4/2014,9,1.4,0.1
Selangor,1/5/2014,9,1.6,0.1
Selangor,1/6/2014,9,1.8,0.1
Selangor,1/7/2014,9,1.8,0
Selangor,1/8/2014,9,1.8,0
Selangor,1/9/2014,9,2.2,0.2
Selangor,1/10/2014,9,2.1,-0.1
Selangor,1/11/2014,9,1.7,0.2
Selangor,1/12/2014,9,0.6,0
Selangor,1/1/2015,9,1.6,0.7
Selangor,1/2/2015,9,1.9,0.7
Selangor,1/3/2015,9,1.1,-0.7
Selangor,1/4/2015,9,2.4,1.3
Selangor,1/5/2015,9,2.1,-0.2
Selangor,1/6/2015,9,2.2,0.2
Selangor,1/7/2015,9,2.6,0.4
Selangor,1/8/2015,9,2.7,0.2
Selangor,1/9/2015,9,2.7,0.2
Selangor,1/10/2015,9,2.6,-0.2
Selangor,1/11/2015,9,2.9,0.5
Selangor,1/12/2015,9,2.9,0
Selangor,1/1/2016,9,2.1,-0.2
Selangor,1/2/2016,9,1.7,0.3
Selangor,1/3/2016,9,2.4,0
Selangor,1/4/2016,9,1.1,0
Selangor,1/5/2016,9,1.4,0.1
Selangor,1/6/2016,9,1,-0.2
Selangor,1/7/2016,9,2.3,1.6
Selangor,1/8/2016,9,4.3,2.2
Selangor,1/9/2016,9,4.2,0.1
Selangor,1/10/2016,9,4.4,0
Selangor,1/11/2016,9,3.8,-0.1
Selangor,1/12/2016,9,3.9,0.1
Selangor,1/1/2017,9,4.2,0.1
Selangor,1/2/2017,9,4.3,0.4
Selangor,1/3/2017,9,4.2,-0.1
Selangor,1/4/2017,9,4.1,-0.1
Selangor,1/5/2017,9,4.1,0.1
Selangor,1/6/2017,9,4.4,0.1
Selangor,1/7/2017,9,2.9,0.2
Selangor,1/8/2017,9,0.7,0
Selangor,1/9/2017,9,0.6,0
Selangor,1/10/2017,9,0.6,0
Selangor,1/11/2017,9,0.8,0.1
Selangor,1/12/2017,9,0.8,0.1
Selangor,1/1/2018,9,0.8,0.1
Selangor,1/2/2018,9,0.4,-0.1
Selangor,1/3/2018,9,0.5,0.1
Selangor,1/4/2018,9,0.7,0.1
Selangor,1/5/2018,9,0.4,-0.2
Selangor,1/6/2018,9,-2.3,-2.6
Selangor,1/7/2018,9,-2.5,-0.1
Selangor,1/8/2018,9,-2.5,0
Selangor,1/9/2018,9,-0.6,2
Selangor,1/10/2018,9,-0.6,0
Selangor,1/11/2018,9,-0.6,0.1
Selangor,1/12/2018,9,-0.6,0.1
Selangor,1/1/2019,9,-0.7,0
Selangor,1/2/2019,9,-0.4,0.2
Selangor,1/3/2019,9,-0.7,-0.2
Selangor,1/4/2019,9,-0.7,0.1
Selangor,1/5/2019,9,-0.5,0
Selangor,1/6/2019,9,2.2,0.1
Selangor,1/7/2019,9,2.2,-0.2
Selangor,1/8/2019,9,2.3,0.2
Selangor,1/9/2019,9,0.7,0.4
Selangor,1/10/2019,9,0.7,0
Selangor,1/11/2019,9,0.6,0
Selangor,1/12/2019,9,0.5,0
Selangor,1/1/2020,9,1.1,0.5
Selangor,1/2/2020,9,0.9,0
Selangor,1/3/2020,9,1.1,0
Selangor,1/4/2020,9,1,0
Selangor,1/5/2020,9,1,0
Selangor,1/6/2020,9,0.8,-0.1
Selangor,1/7/2020,9,1.1,0.1
Selangor,1/8/2020,9,0.9,0
Selangor,1/9/2020,9,0.8,0.3
Selangor,1/10/2020,9,0.9,0.1
Selangor,1/11/2020,9,0.9,0
Selangor,1/12/2020,9,0.9,0
Selangor,1/1/2021,9,0.3,0
Selangor,1/2/2021,9,0.4,0.1
Selangor,1/3/2021,9,0.6,0.2
Selangor,1/4/2021,9,1,0.3
Selangor,1/5/2021,9,1,0
Selangor,1/6/2021,9,1,0
Selangor,1/7/2021,9,1,0
Selangor,1/8/2021,9,1,0
Selangor,1/9/2021,9,0.7,0
Selangor,1/10/2021,9,0.7,0.1
Selangor,1/11/2021,9,0.7,0
Selangor,1/12/2021,9,1,0.3
Selangor,1/1/2022,9,1.8,0.9
Selangor,1/2/2022,9,2,0.3
Selangor,1/3/2022,9,1.9,0.1
Selangor,1/4/2022,9,2.6,1
Selangor,1/5/2022,9,3.6,1
Selangor,1/6/2022,9,3.7,0.1
Selangor,1/7/2022,9,4,0.2
Selangor,1/8/2022,9,4.1,0.1
Selangor,1/9/2022,9,4.6,0.5
Selangor,1/10/2022,9,4.6,0.1
Selangor,1/11/2022,9,4.5,-0.1
Selangor,1/12/2022,9,4.3,0.1
Selangor,1/1/2023,9,3.8,0.3
Selangor,1/2/2023,9,3.3,-0.2
Selangor,1/3/2023,9,3.1,-0.1
Selangor,1/4/2023,9,2.1,0
Selangor,1/5/2023,9,1.2,0.2
Selangor,1/6/2023,9,1.3,0.2
Selangor,1/7/2023,9,1.1,0
Selangor,1/8/2023,9,1.1,0.1
Selangor,1/9/2023,9,0.6,0
Selangor,1/10/2023,9,0.4,-0.1
Selangor,1/11/2023,9,0.6,0.1
Selangor,1/12/2023,9,0.7,0.2
Selangor,1/1/2024,9,0.5,0.2
Selangor,1/2/2024,9,1.2,0.6
Selangor,1/3/2024,9,1.7,0.4
Selangor,1/4/2024,9,2.1,0.4
Selangor,1/5/2024,9,2.3,0.3
Selangor,1/6/2024,9,2.3,0.2
Selangor,1/7/2024,9,2.3,0
Selangor,1/8/2024,9,2.1,-0.2
Selangor,1/9/2024,9,1.6,-0.4
Selangor,1/10/2024,9,1.7,0
Selangor,1/11/2024,9,1.8,0.2
Selangor,1/12/2024,9,1.6,-0.1
Selangor,1/1/2025,9,1.6,0.2
Selangor,1/2/2025,9,1,0
Selangor,1/3/2025,9,0.6,0.1
Selangor,1/4/2025,9,0.4,0.2
Selangor,1/5/2025,9,0.1,0
Selangor,1/6/2025,9,0,0.1
Selangor,1/7/2025,9,-0.1,-0.1
Terengganu,1/2/2010,9,,0
Terengganu,1/3/2010,9,,-0.1
Terengganu,1/4/2010,9,,-0.1
Terengganu,1/5/2010,9,,0
Terengganu,1/6/2010,9,,-0.2
Terengganu,1/7/2010,9,,0.1
Terengganu,1/8/2010,9,,0.1
Terengganu,1/9/2010,9,,0.1
Terengganu,1/10/2010,9,,-0.1
Terengganu,1/11/2010,9,,-0.1
Terengganu,1/12/2010,9,,-0.1
Terengganu,1/1/2011,9,-0.6,-0.2
Terengganu,1/2/2011,9,-0.6,0
Terengganu,1/3/2011,9,-0.2,0.3
Terengganu,1/4/2011,9,1.6,1.7
Terengganu,1/5/2011,9,1.5,-0.1
Terengganu,1/6/2011,9,1.6,-0.1
Terengganu,1/7/2011,9,1.5,0
Terengganu,1/8/2011,9,1.4,0
Terengganu,1/9/2011,9,1.3,0
Terengganu,1/10/2011,9,1.4,0
Terengganu,1/11/2011,9,1.6,0.1
Terengganu,1/12/2011,9,1.6,-0.1
Terengganu,1/1/2012,9,1.8,0
Terengganu,1/2/2012,9,1.7,-0.1
Terengganu,1/3/2012,9,1.4,0
Terengganu,1/4/2012,9,-0.3,0
Terengganu,1/5/2012,9,-0.4,-0.2
Terengganu,1/6/2012,9,-0.4,-0.1
Terengganu,1/7/2012,9,-0.3,0.1
Terengganu,1/8/2012,9,-0.3,0
Terengganu,1/9/2012,9,-0.3,0
Terengganu,1/10/2012,9,-0.1,0.2
Terengganu,1/11/2012,9,-0.2,0
Terengganu,1/12/2012,9,-0.1,0
Terengganu,1/1/2013,9,0.1,0.2
Terengganu,1/2/2013,9,-0.1,-0.3
Terengganu,1/3/2013,9,0.1,0.2
Terengganu,1/4/2013,9,-0.1,-0.2
Terengganu,1/5/2013,9,0.2,0.1
Terengganu,1/6/2013,9,0.1,-0.2
Terengganu,1/7/2013,9,-0.2,-0.2
Terengganu,1/8/2013,9,-0.3,-0.1
Terengganu,1/9/2013,9,-0.3,0
Terengganu,1/10/2013,9,-0.5,0
Terengganu,1/11/2013,9,-0.2,0.3
Terengganu,1/12/2013,9,0.9,1.1
Terengganu,1/1/2014,9,0.7,0
Terengganu,1/2/2014,9,1,0
Terengganu,1/3/2014,9,0.8,0
Terengganu,1/4/2014,9,1.1,0.1
Terengganu,1/5/2014,9,1,0
Terengganu,1/6/2014,9,1.1,-0.1
Terengganu,1/7/2014,9,1.2,-0.1
Terengganu,1/8/2014,9,1.3,0
Terengganu,1/9/2014,9,1.2,-0.1
Terengganu,1/10/2014,9,1.1,-0.1
Terengganu,1/11/2014,9,0.7,-0.1
Terengganu,1/12/2014,9,-0.5,-0.1
Terengganu,1/1/2015,9,-0.6,-0.1
Terengganu,1/2/2015,9,-0.5,0.1
Terengganu,1/3/2015,9,-0.7,-0.2
Terengganu,1/4/2015,9,-0.2,0.6
Terengganu,1/5/2015,9,0.2,0.4
Terengganu,1/6/2015,9,0.3,0
Terengganu,1/7/2015,9,0.9,0.5
Terengganu,1/8/2015,9,0.2,-0.7
Terengganu,1/9/2015,9,0.4,0.1
Terengganu,1/10/2015,9,0.6,0.1
Terengganu,1/11/2015,9,0.8,0.1
Terengganu,1/12/2015,9,0.5,-0.4
Terengganu,1/1/2016,9,0.7,0.1
Terengganu,1/2/2016,9,0.6,0
Terengganu,1/3/2016,9,0.8,0
Terengganu,1/4/2016,9,0.2,0
Terengganu,1/5/2016,9,-0.1,0.1
Terengganu,1/6/2016,9,0,0.1
Terengganu,1/7/2016,9,-0.5,0
Terengganu,1/8/2016,9,3.2,3
Terengganu,1/9/2016,9,3.2,0.1
Terengganu,1/10/2016,9,3.1,0
Terengganu,1/11/2016,9,3,0
Terengganu,1/12/2016,9,3.5,0.1
Terengganu,1/1/2017,9,3.5,0.1
Terengganu,1/2/2017,9,3.7,0.2
Terengganu,1/3/2017,9,3.7,0
Terengganu,1/4/2017,9,3.8,0.1
Terengganu,1/5/2017,9,3.9,0.2
Terengganu,1/6/2017,9,3.7,-0.1
Terengganu,1/7/2017,9,3.8,0.1
